,AutoCorrelation,CfsSubsetEval_DecisionStumpAUC,CfsSubsetEval_DecisionStumpErrRate,CfsSubsetEval_DecisionStumpKappa,CfsSubsetEval_NaiveBayesAUC,CfsSubsetEval_NaiveBayesErrRate,CfsSubsetEval_NaiveBayesKappa,CfsSubsetEval_kNN1NAUC,CfsSubsetEval_kNN1NErrRate,CfsSubsetEval_kNN1NKappa,ClassEntropy,DecisionStumpAUC,DecisionStumpErrRate,DecisionStumpKappa,Dimensionality,EquivalentNumberOfAtts,J48.00001.AUC,J48.00001.ErrRate,J48.00001.Kappa,J48.0001.AUC,J48.0001.ErrRate,J48.0001.Kappa,J48.001.AUC,J48.001.ErrRate,J48.001.Kappa,MajorityClassPercentage,MajorityClassSize,MaxAttributeEntropy,MaxKurtosisOfNumericAtts,MaxMeansOfNumericAtts,MaxMutualInformation,MaxNominalAttDistinctValues,MaxSkewnessOfNumericAtts,MaxStdDevOfNumericAtts,MeanAttributeEntropy,MeanKurtosisOfNumericAtts,MeanMeansOfNumericAtts,MeanMutualInformation,MeanNoiseToSignalRatio,MeanNominalAttDistinctValues,MeanSkewnessOfNumericAtts,MeanStdDevOfNumericAtts,MinAttributeEntropy,MinKurtosisOfNumericAtts,MinMeansOfNumericAtts,MinMutualInformation,MinNominalAttDistinctValues,MinSkewnessOfNumericAtts,MinStdDevOfNumericAtts,MinorityClassPercentage,MinorityClassSize,NaiveBayesAUC,NaiveBayesErrRate,NaiveBayesKappa,NumberOfBinaryFeatures,NumberOfClasses,NumberOfFeatures,NumberOfInstances,NumberOfInstancesWithMissingValues,NumberOfMissingValues,NumberOfNumericFeatures,NumberOfSymbolicFeatures,PercentageOfBinaryFeatures,PercentageOfInstancesWithMissingValues,PercentageOfMissingValues,PercentageOfNumericFeatures,PercentageOfSymbolicFeatures,Quartile1AttributeEntropy,Quartile1KurtosisOfNumericAtts,Quartile1MeansOfNumericAtts,Quartile1MutualInformation,Quartile1SkewnessOfNumericAtts,Quartile1StdDevOfNumericAtts,Quartile2AttributeEntropy,Quartile2KurtosisOfNumericAtts,Quartile2MeansOfNumericAtts,Quartile2MutualInformation,Quartile2SkewnessOfNumericAtts,Quartile2StdDevOfNumericAtts,Quartile3AttributeEntropy,Quartile3KurtosisOfNumericAtts,Quartile3MeansOfNumericAtts,Quartile3MutualInformation,Quartile3SkewnessOfNumericAtts,Quartile3StdDevOfNumericAtts,REPTreeDepth1AUC,REPTreeDepth1ErrRate,REPTreeDepth1Kappa,REPTreeDepth2AUC,REPTreeDepth2ErrRate,REPTreeDepth2Kappa,REPTreeDepth3AUC,REPTreeDepth3ErrRate,REPTreeDepth3Kappa,RandomTreeDepth1AUC,RandomTreeDepth1ErrRate,RandomTreeDepth1Kappa,RandomTreeDepth2AUC,RandomTreeDepth2ErrRate,RandomTreeDepth2Kappa,RandomTreeDepth3AUC,RandomTreeDepth3ErrRate,RandomTreeDepth3Kappa,StdvNominalAttDistinctValues,kNN1NAUC,kNN1NErrRate,kNN1NKappa,dataset_name,RF_PCA,RF_preprocessing,SVM_C,SVM_Gamma,SVM_Linear_C,SVM_Linear_PCA,SVM_Linear_Penalty,SVM_Linear_preprocessing,SVM_RBF_PCA,SVM_RBF_preprocessing,classifier_type,criterion,max_features,min_samples_split
43,0.576036866359447,0.9744627251649722,0.04597701149425287,0.9038716520816759,0.9744627251649722,0.04597701149425287,0.9038716520816759,0.9744627251649722,0.04597701149425287,0.9038716520816759,0.9623080486960709,0.9631153023006955,0.04367816091954023,0.9087778550379126,0.03908045977011494,4.072649833392594,0.9744627251649722,0.04597701149425287,0.9038716520816759,0.9744627251649722,0.04597701149425287,0.9038716520816759,0.9744627251649722,0.04597701149425287,0.9038716520816759,61.37931034482759,267.0,0.9999656906901914,,,0.71814680422867,2.0,,,0.9800193909921151,,,0.23628548686063938,3.147607218762988,2.0,,,0.9293636260137187,,,6.26307995e-06,2.0,,,38.62068965517241,168.0,0.9724674514000357,0.09885057471264368,0.7953389135073035,17.0,2.0,17.0,435.0,203.0,392.0,0.0,17.0,100.0,46.666666666666664,5.300878972278566,0.0,100.0,0.9678175010517347,,,0.1091535199720425,,,0.985768259759233,,,0.21152029237671,,,0.9969736212822149,,,0.3404603427108025,,,0.9703607098270021,0.04597701149425287,0.9032365699032364,0.9703607098270021,0.04597701149425287,0.9032365699032364,0.9703607098270021,0.04597701149425287,0.9032365699032364,0.9629168127279324,0.06896551724137931,0.8538895606610237,0.9629168127279324,0.06896551724137931,0.8538895606610237,0.9629168127279324,0.06896551724137931,0.8538895606610237,0.0,0.9576457691432507,0.06666666666666667,0.8604612576738012,vote,,0.0,,,,,,,,,0.0,0.0,8.0,2.0
44,0.28,0.8780246913580249,0.09686609686609686,0.7834748530372306,0.8780246913580249,0.09686609686609686,0.7834748530372306,0.8780246913580249,0.09686609686609686,0.7834748530372306,0.9418285354475157,0.7421693121693121,0.1737891737891738,0.5806451612903226,0.09971509971509972,,0.8764197530864197,0.1168091168091168,0.7374815301264162,0.8764197530864197,0.1168091168091168,0.7374815301264162,0.8764197530864197,0.1168091168091168,0.7374815301264162,64.1025641025641,225.0,,4.438264794872285,0.8917378917378919,,2.0,0.1126459974017575,0.6528278322221253,,0.3611275170064943,0.24769699765376238,,,2.0,-0.5844736447200445,0.5104205012204398,,-0.6709223217356919,-0.07118686609686609,,2.0,-2.5323916927735333,0.0,35.8974358974359,126.0,0.9349911816578483,0.1737891737891738,0.6393815370623009,1.0,2.0,35.0,351.0,0.0,0.0,34.0,1.0,2.857142857142857,0.0,0.0,97.14285714285714,2.857142857142857,,-0.20587755550409348,0.006221923076923066,,-0.8836689204621806,0.49427652965415125,,0.00810399326101452,0.25902042735042735,,-0.60607038226833,0.5171852760992437,,0.6191017150070894,0.39730130341880343,,0.01807101610628297,0.5725839186183247,0.902962962962963,0.10256410256410256,0.7763618986938516,0.902962962962963,0.10256410256410256,0.7763618986938516,0.902962962962963,0.10256410256410256,0.7763618986938516,0.8726984126984128,0.11396011396011396,0.7506393861892583,0.8726984126984128,0.11396011396011396,0.7506393861892583,0.8726984126984128,0.11396011396011396,0.7506393861892583,0.0,0.8043562610229277,0.1452991452991453,0.6612161471640265,ionosphere,,0.0,,,,,,,,,0.0,0.0,4.0,0.0
45,0.3320664132826565,0.8518374275032152,0.2344,0.6484246032462648,0.8518374275032152,0.2344,0.6484246032462648,0.8518374275032152,0.2344,0.6484246032462648,1.5848792049207137,0.7114416755298753,0.4368,0.347272453618388,0.0082,,0.8272095964258002,0.256,0.6159852384725669,0.8272095964258002,0.256,0.6159852384725669,0.8272095964258002,0.256,0.6159852384725669,33.839999999999996,1692.0,,0.15060825997502159,3.322468,,3.0,0.2720371073231119,2.0326737966079764,,-0.19641749321969915,0.8994882,,,3.0,0.03546827362426717,1.27111559694555,,-0.679051825631459,-0.025551999999999995,,3.0,-0.27203078157249977,0.9764529543579722,33.06,1653.0,0.9551583436003329,0.1994,0.7014157624685423,0.0,3.0,41.0,5000.0,0.0,0.0,40.0,1.0,0.0,0.0,0.0,97.5609756097561,2.4390243902439024,,-0.4849521099111871,-0.0009889999999999864,,-0.024259506396659067,0.9996867717821261,,-0.051227106165116165,0.031810999999999985,,0.016415358784205282,1.0138703067658228,,0.019352277802150986,2.00251,,0.08459325201338166,1.6570866923837764,0.8952311179175413,0.253,0.6206011477340141,0.8952311179175413,0.253,0.6206011477340141,0.8952311179175413,0.253,0.6206011477340141,0.7811986553586545,0.2916,0.5625740518927583,0.7811986553586545,0.2916,0.5625740518927583,0.7811986553586545,0.2916,0.5625740518927583,0.0,0.8028402123068697,0.2628,0.6057966492715188,waveform-5000,,,,,0.05034202696460276,,0.0,0.0,,,1.0,,,
46,0.9865771812080537,0.9565333333333332,0.06666666666666667,0.9,0.9565333333333332,0.06666666666666667,0.9,0.9565333333333332,0.06666666666666667,0.9,1.584962500721156,0.8333333333333334,0.3333333333333333,0.49999999999999994,0.03333333333333333,,0.9565333333333332,0.06666666666666667,0.9,0.9565333333333332,0.06666666666666667,0.9,0.9565333333333332,0.06666666666666667,0.9,33.33333333333333,50.0,,0.2907810623654319,5.843333333333334,,3.0,0.33405266217208907,1.7644204199522626,,-0.7507394876837399,3.4636666666666667,,,3.0,0.067375701047788,0.9473104002482851,,-1.401920800645399,1.1986666666666665,,3.0,-0.2744642524737837,0.43359431136217386,33.33333333333333,50.0,0.9932000000000001,0.03333333333333333,0.9499999999999998,0.0,3.0,5.0,150.0,0.0,0.0,4.0,1.0,0.0,0.0,0.0,80.0,20.0,,-1.3863791432688857,1.6624999999999999,,-0.2320973298913695,0.5159859189468406,,-0.9459091062274964,3.406333333333333,,0.10495719724642329,0.795613434839352,,0.08006978644516216,5.322166666666667,,0.32926723578831013,1.5303318469586626,0.955,0.07333333333333333,0.8899999999999998,0.955,0.07333333333333333,0.8899999999999998,0.955,0.07333333333333333,0.8899999999999998,0.95,0.06666666666666667,0.9,0.95,0.06666666666666667,0.9,0.95,0.06666666666666667,0.9,0.0,0.9558,0.06,0.9099999999999999,iris,,,1139.461115005494,0.020474068498989594,,,,,0.0,1.0,2.0,,,
47,0.35,0.8213456700465664,0.40594059405940597,0.43266200849431424,0.9971143377224322,0.0594059405940594,0.9225460122699386,0.9875248800653261,0.0297029702970297,0.9608527131782946,2.3905596822940396,0.8213456700465664,0.40594059405940597,0.43266200849431424,0.16831683168316833,4.549753165239493,0.9510688210933637,0.18811881188118812,0.7484598243544371,0.9531687577892884,0.1485148514851485,0.8023483365949119,0.9535044294577537,0.1188118811881188,0.8425360530076652,40.5940594059406,41.0,0.9914266810680207,-0.5986300839021861,2.8415841584158414,0.97431972110969,7.0,0.1394271018244117,2.0333847312662052,0.8118770506663788,-0.5986300839021861,2.8415841584158414,0.5254262364292906,0.545177980041043,2.3125,0.1394271018244117,2.0333847312662052,0.3993820824245975,-0.5986300839021861,2.8415841584158414,0.05066877984552,2.0,0.1394271018244117,2.0333847312662052,3.9603960396039604,4.0,0.9994853866829981,0.039603960396039604,0.9481719050673508,15.0,7.0,17.0,101.0,0.0,0.0,1.0,16.0,88.23529411764706,0.0,0.0,5.88235294117647,94.11764705882352,0.6761627418829198,-0.5986300839021861,2.8415841584158414,0.30849034491428,0.1394271018244117,2.0333847312662052,0.8228368841492257,-0.5986300839021861,2.8415841584158414,0.5004604482515,0.1394271018244117,2.0333847312662052,0.9794662187017299,-0.5986300839021861,2.8415841584158414,0.79067457361018,0.1394271018244117,2.0333847312662052,0.8213456700465664,0.40594059405940597,0.43266200849431424,0.8987396701913763,0.3069306930693069,0.5868848132999075,0.9478279368623826,0.19801980198019803,0.7367049009384776,0.8421977090554726,0.40594059405940597,0.4192960314121441,0.933200520141559,0.25742574257425743,0.6519549370444002,0.9366329752965111,0.1782178217821782,0.7612293144208038,1.25,0.9808737880923304,0.06930693069306931,0.9084315503173165,zoo,,0.0,,,,,,,,,0.0,0.0,8.0,2.0
48,0.09763313609467456,0.733649424498797,0.5634218289085545,0.3517190972987045,0.733649424498797,0.5634218289085545,0.3517190972987045,0.733649424498797,0.5634218289085545,0.3517190972987045,3.6437400563509668,0.660995387433103,0.7109144542772862,0.1520161918106804,0.05309734513274336,19.46374820522372,0.728098938531668,0.5811209439528023,0.33626524344792635,0.728098938531668,0.5811209439528023,0.33626524344792635,0.728098938531668,0.5811209439528023,0.33626524344792635,24.778761061946902,84.0,1.2337942126841774,,,0.46297520442702,21.0,,,0.7611060837128614,,,0.18720649373038295,3.0655965962858933,3.2222222222222228,,,0.14506896855940504,,,0.02036693884805,2.0,,,0.2949852507374631,1.0,0.8252927821643171,0.5309734513274337,0.39467888816141894,14.0,21.0,18.0,339.0,207.0,225.0,0.0,18.0,77.77777777777779,61.06194690265486,3.687315634218289,0.0,100.0,0.513400796066442,,,0.08437700776420501,,,0.8434470496889677,,,0.18425767171538,,,0.9613350601400221,,,0.26258671328266503,,,0.7332569883025722,0.6253687315634219,0.2677663552354074,0.7332569883025722,0.6253687315634219,0.2677663552354074,0.7332569883025722,0.6253687315634219,0.2677663552354074,0.7049504154349087,0.6283185840707964,0.29805476975123224,0.7049504154349087,0.6283185840707964,0.29805476975123224,0.7049504154349087,0.6283185840707964,0.29805476975123224,4.453096154304006,0.7322141513536333,0.5988200589970502,0.32294054564595,primary-tumor,,,,,0.0008092620623589932,1.0,1.0,1.0,,,1.0,,,
49,0.5165205664194201,0.7185286283141294,0.45956873315363883,0.40231117746271267,0.7185286283141294,0.45956873315363883,0.40231117746271267,0.7185286283141294,0.45956873315363883,0.40231117746271267,2.4904176362327277,0.6356581721710987,0.5929919137466307,0.18520755395055044,0.006064690026954178,,0.7160259023199338,0.4568733153638814,0.40788953335090955,0.7160259023199338,0.4568733153638814,0.40788953335090955,0.7160259023199338,0.4568733153638814,0.40788953335090955,31.19946091644205,463.0,,105.7387123679822,0.5047169811320755,,10.0,10.276883707764208,0.1372993003895818,,28.660878425906237,0.3811969339622642,,,10.0,2.91282730365782,0.09666403434721273,,0.45905999006731957,0.007500000000000028,,10.0,-1.791640649635345,0.04835096692671292,0.3369272237196766,5.0,0.8099003088277378,0.431266846361186,0.44401385282196226,0.0,10.0,9.0,1484.0,0.0,0.0,8.0,1.0,0.0,0.0,0.0,88.88888888888889,11.11111111111111,,0.8194131151895314,0.26493935309973043,,-0.06158669763090091,0.0622681060932114,,5.033866039807229,0.4999090296495957,,1.0245336632828947,0.09658038798436355,,78.39139005677906,0.5000993935309973,,8.22298241508482,0.1338043104216959,0.7806772275673672,0.4339622641509434,0.43454156672342764,0.7806772275673672,0.4339622641509434,0.43454156672342764,0.7806772275673672,0.4339622641509434,0.43454156672342764,0.6629948882055565,0.5168463611859838,0.3357951064090519,0.6629948882055565,0.5168463611859838,0.3357951064090519,0.6629948882055565,0.5168463611859838,0.3357951064090519,0.0,0.6738892565468806,0.49865229110512127,0.3579093111803392,yeast,,0.0,,,,,,,,,0.0,1.0,0.0,4.0
50,0.18743194898117904,0.9273091445992578,0.14836702954898912,0.8167814524247422,0.9273091445992578,0.14836702954898912,0.8167814524247422,0.9273091445992578,0.14836702954898912,0.8167814524247422,2.4833618760456604,0.710936921295261,0.563452566096423,0.26828644698090565,0.0057542768273716955,,0.9197259342536087,0.14152410575427682,0.8249582236698434,0.9197259342536087,0.14152410575427682,0.8249582236698434,0.9197259342536087,0.14152410575427682,0.8249582236698434,23.81026438569207,1531.0,,1.277985361665814,-0.00012632970451019481,,6.0,0.91949549901627,1.0002882819750798,,-0.15411688047872,-0.0005560885260065659,,,6.0,0.04046023385100257,1.0000219953862926,,-0.9198282387807679,-0.000862968584758966,,6.0,-0.6740118722728707,0.9996387437607501,9.720062208398133,625.0,0.9605992160078025,0.20326594090202177,0.7513714566665727,0.0,6.0,37.0,6430.0,0.0,0.0,36.0,1.0,0.0,0.0,0.0,97.2972972972973,2.7027027027027026,,-0.8393811657498382,-0.0007437709953344221,,-0.5170961259457099,0.9999476046671038,,-0.4798469406404684,-0.0005980934681181398,,-0.0399749828019159,1.0000052923046026,,0.8509747335126359,-0.0003569454121306532,,0.6744458273485395,1.0001949690399905,0.962333455035218,0.15349922239502334,0.8100028845003834,0.962333455035218,0.15349922239502334,0.8100028845003834,0.962333455035218,0.15349922239502334,0.8100028845003834,0.8991170554983932,0.16625194401244167,0.7945482122759002,0.8991170554983932,0.16625194401244167,0.7945482122759002,0.8991170554983932,0.16625194401244167,0.7945482122759002,0.0,0.9355091276480466,0.10762052877138413,0.8673837948848537,satimage,,0.0,,,,,,,,,0.0,0.0,3.0,0.0
51,0.2064176245210728,0.6428136589927034,0.7895618865214269,0.08282937175915918,0.7157563789338196,0.7617907589178836,0.13800565958821448,0.5503725613862354,0.8034474503231984,0.10167293886568522,3.602007147622906,0.6428136589927034,0.7895618865214269,0.08282937175915918,0.0021546564519990424,15.394222181644453,0.7168130786680301,0.7409624132152263,0.14972080083134928,0.7144082545679817,0.7404836006703376,0.15040989500745688,0.7073067388421577,0.7404836006703376,0.1528064522644225,16.49509217141489,689.0,1.5815100477524742,76.0255092291977,0.8287421594445774,0.23398435498208,28.0,3.1288173790658327,0.49038901823099734,1.5815100477524742,11.033153238707637,0.38270340982933754,0.23398435498208,5.759041850783555,15.5,0.6203687756176066,0.17461838890742917,1.5815100477524742,-0.04547558144296682,0.13951639932966245,0.23398435498208,3.0,-0.6398732689817931,0.041827056607257496,0.023940627244433802,1.0,0.7092786999199927,0.7699305721809911,0.1359288511159016,0.0,28.0,9.0,4177.0,0.0,0.0,7.0,2.0,0.0,0.0,0.0,77.77777777777779,22.22222222222222,1.5815100477524742,-0.02364350426997852,0.18059360785252573,0.23398435498208,-0.6091981423290972,0.0992398661336593,1.5815100477524742,0.08401174900221431,0.3593674886282021,0.23398435498208,0.5918521514155093,0.12009291256479986,1.5815100477524742,0.5951236783694149,0.5239920995930093,0.23398435498208,0.7190979217612721,0.22196294903322014,0.6498739209528841,0.7900406990663156,0.08328169736371578,0.7019573132158208,0.7570026334689969,0.1268128105698983,0.7064118490349046,0.7553267895618865,0.12674478789272742,0.6353802391123753,0.7931529806080919,0.07303772770471821,0.6941114367264776,0.7558056021067752,0.12544126561358038,0.7149542310336107,0.7512568829303328,0.1372108718560514,17.67766952966369,0.5531400712711401,0.798180512329423,0.10670901007121572,abalone,,,1187253.4825430808,6.323262074547018e-05,,,,,,0.0,2.0,,,
52,0.9854014598540146,0.4939889493738608,0.23786407766990292,-0.00638085742771669,0.4939889493738608,0.23786407766990292,-0.00638085742771669,0.4939889493738608,0.23786407766990292,-0.00638085742771669,1.1120878105833272,0.4987785111769919,0.2354368932038835,0.03014124156676203,0.021844660194174758,13.904824309375467,0.49387152483222335,0.23786407766990292,-0.009450472523626028,0.49387152483222335,0.23786407766990292,-0.009450472523626028,0.49387152483222335,0.23786407766990292,-0.009450472523626028,77.18446601941747,318.0,1.9590689510988615,12.894276917191545,1035.6744475048206,0.16712040280898,7.0,3.0706116155424836,768.3533035545145,1.3623378732357254,5.3216035800178325,297.92990192920877,0.0799785589404025,16.03378869642921,4.8,1.114696467308079,227.4785941226492,0.6684725699243226,-0.28405843705687284,6.637577273983696,0.02174137745695,2.0,-1.0028541032944818,0.8781123866015731,0.24271844660194172,1.0,0.6653409358008442,0.25,0.1872989122108166,1.0,7.0,9.0,412.0,49.0,96.0,4.0,5.0,11.11111111111111,11.893203883495145,2.5889967637540456,44.44444444444444,55.55555555555556,0.7554329776007629,0.30208384755402196,13.54691774867512,0.0220989881077225,-0.5996384034760389,3.6904257741965822,1.410904985959859,4.3380979199683285,74.7037914690153,0.06552622774784,1.1955141784921572,70.34148027474038,1.9206756561465546,11.324628972531146,805.5389965699358,0.152310460965645,2.748213626908119,608.4038763190106,0.5493586311004337,0.22572815533980584,0.040564903846153605,0.5493586311004337,0.22572815533980584,0.040564903846153605,0.5493586311004337,0.22572815533980584,0.040564903846153605,0.5787870024875118,0.3106796116504854,0.1096103194435066,0.5787870024875118,0.3106796116504854,0.1096103194435066,0.5787870024875118,0.3106796116504854,0.1096103194435066,2.280350850198276,0.5760132142381226,0.3325242718446602,0.11143995088393184,braziltourism,,,,,0.5527570159246828,,0.0,0.0,,,1.0,,,
53,0.39319727891156464,0.8239493966657213,0.41847826086956524,0.4637307109078737,0.8239493966657213,0.41847826086956524,0.4637307109078737,0.8239493966657213,0.41847826086956524,0.4637307109078737,2.262083620428274,0.7519401667350958,0.5054347826086957,0.30247986100142155,0.02717391304347826,5.9334684401020565,0.8184137151683228,0.3967391304347826,0.49336985707179887,0.8184137151683228,0.3967391304347826,0.49336985707179887,0.8184137151683228,0.3967391304347826,0.49336985707179887,29.076086956521742,214.0,4.2373637557635595,734.9416211795777,2054.7393689986247,0.42753276429854,27.0,27.109270846229688,1551.7798185802085,3.4626363060529055,62.86596625813314,390.0868288072735,0.381241367214446,8.082530396301912,13.666666666666666,2.551453016115177,172.61081562461396,2.5810641739409617,-1.887802596870339,-2.5842391304347836,0.24650313929826,5.0,-0.6970908724266737,0.49318784476285216,14.266304347826086,105.0,0.8520788174118736,0.45108695652173914,0.42741183362624485,0.0,5.0,20.0,736.0,95.0,448.0,14.0,6.0,0.0,12.907608695652172,3.0434782608695654,70.0,30.0,2.908861461974274,-0.4961422376730956,2.882908545727137,0.323312362530555,-0.3960800165047112,0.778502789181291,3.4759821137655975,0.4289115082721384,6.249602617058818,0.40765214345173,0.11119478923130877,1.3465996573398586,4.009738246275191,1.3641239688052669,403.0027173913041,0.425964983779695,0.9548948008878528,80.61760056258042,0.7171370640805235,0.5557065217391305,0.2672017371533179,0.7171370640805235,0.5557065217391305,0.2672017371533179,0.7171370640805235,0.5557065217391305,0.2672017371533179,0.7219508813313532,0.47690217391304346,0.3915134670419616,0.7219508813313532,0.47690217391304346,0.3915134670419616,0.7219508813313532,0.47690217391304346,0.3915134670419616,7.659416862050705,0.7018152602695222,0.46603260869565216,0.40228622299671357,eucalyptus,,0.0,,,,,,,,,0.0,1.0,6.0,3.0
